1709	-15,5
3642	-15,44
5562	-15,44
7482	-15,38
9402	-15,38
11321	-15,31
13241	-15,25
15160	-15,25
17080	-15,19
18999	-15,19
20918	-15,13
22838	-15,06
24757	-15,06
26676	-15
28596	-15
30515	-14,94
32434	-14,94
34354	-14,88
36273	-14,81
38192	-14,81
40111	-14,75
42031	-14,75
43950	-14,69
45870	-14,63
47789	-14,63
49708	-14,56
51632	-14,56
53551	-14,5
55471	-14,5
57391	-14,44
59311	-14,44
61230	-14,38
63150	-14,31
65070	-14,31
66989	-14,25
68909	-14,25
70829	-14,19
72749	-14,19
74668	-14,13
76588	-14,06
78508	-14,06
80427	-14
82347	-14
84267	-13,94
86185	-13,94
88105	-13,88
90025	-13,81
91944	-13,81
93864	-13,75
95783	-13,75
97703	-13,69
99623	-13,69
101548	-13,63
103467	-13,56
105387	-13,56
107307	-13,5
109225	-13,5
111145	-13,44
113065	-13,38
114984	-13,38
116904	-13,31
118823	-13,31
120743	-13,25
122663	-13,25
124582	-13,19
126502	-13,19
128421	-13,13
130341	-13,06
132261	-13,06
134180	-13
136100	-13
138019	-12,94
139939	-12,88
141859	-12,88
143778	-12,88
145698	-12,81
147621	-12,75
149541	-12,75
151461	-12,69
153380	-12,69
155300	-12,63
157219	-12,63
159139	-12,56
161058	-12,5
162978	-12,5
164898	-12,44
166817	-12,44
168737	-12,38
170656	-12,38
172576	-12,31
174495	-12,25
176415	-12,25
178334	-12,25
180254	-12,19
182174	-12,19
184093	-12,13
186012	-12,06
187932	-12,06
189852	-12
191771	-12
193690	-11,94
195614	-11,94
197534	-11,88
199453	-11,81
201373	-11,81
203292	-11,75
205212	-11,75
207131	-11,69
209051	-11,69
210970	-11,63
212918	-11,63
214837	-11,56
216757	-11,56
218676	-11,5
220596	-11,5
222515	-11,44
224435	-11,38
226354	-11,38
228274	-11,31
230193	-11,31
232113	-11,25
234032	-11,25
235951	-11,19
237871	-11,19
239790	-11,13
241714	-11,06
243633	-11,06
245552	-11
247472	-11
249391	-10,94
251311	-10,94
253230	-10,88
255149	-10,88
257069	-10,81
258988	-10,81
260908	-10,75
262827	-10,75
264745	-10,69
266665	-10,69
268584	-10,63
270504	-10,63
272423	-10,63
274342	-10,56
276261	-10,5
278181	-10,5
280100	-10,44
282020	-10,44
283939	-10,38
285858	-10,38
287777	-10,31
289694	-10,31
291614	-10,25
293533	-10,25
295452	-10,19
297372	-10,19
299291	-10,13
301210	-10,13
303130	-10,06
305049	-10,06
306968	-10
308888	-10
310807	-9,94
312726	-9,94
314645	-9,88
316565	-9,88
318484	-9,81
320403	-9,75
322322	-9,75
324242	-9,69
326161	-9,69
328080	-9,63
330000	-9,63
331919	-9,56
333838	-9,56
335757	-9,5
337674	-9,5
339593	-9,44
341512	-9,44
343432	-9,38
345351	-9,38
347270	-9,31
349189	-9,31
351109	-9,25
353028	-9,25
354947	-9,19
356866	-9,19
358785	-9,13
360704	-9,13
